File created by python code using write_sme_file

Data downloaded from OMNIWeb and written in SME format

============================================================
<year>  <month>  <day>  <hour>  <min>  <sec>  <SME (nT)>  <SML (nT)>  <SMU (nT)>
2023  12  06  00  00  00   247.00  -143.00   104.00
2023  12  06  00  01  00   230.00  -142.00    88.00
2023  12  06  00  02  00   230.00  -143.00    87.00
2023  12  06  00  03  00   210.00  -122.00    88.00
2023  12  06  00  04  00   195.00  -111.00    84.00
2023  12  06  00  05  00   195.00  -113.00    82.00
2023  12  06  00  06  00   207.00  -127.00    80.00
2023  12  06  00  07  00   204.00  -125.00    79.00
2023  12  06  00  08  00   179.00   -92.00    87.00
2023  12  06  00  09  00   214.00   -71.00   143.00
2023  12  06  00  10  00   265.00   -68.00   197.00
2023  12  06  00  11  00   287.00   -70.00   217.00
2023  12  06  00  12  00   307.00   -86.00   221.00
2023  12  06  00  13  00   328.00  -100.00   228.00
2023  12  06  00  14  00   264.00  -117.00   147.00
2023  12  06  00  15  00   200.00  -120.00    80.00
2023  12  06  00  16  00   196.00  -119.00    77.00
2023  12  06  00  17  00   198.00  -121.00    77.00
2023  12  06  00  18  00   200.00  -115.00    85.00
2023  12  06  00  19  00   241.00  -105.00   136.00
2023  12  06  00  20  00   183.00   -95.00    88.00
2023  12  06  00  21  00   187.00   -88.00    99.00
2023  12  06  00  22  00   202.00   -83.00   119.00
2023  12  06  00  23  00   157.00   -69.00    88.00
2023  12  06  00  24  00   135.00   -53.00    82.00
2023  12  06  00  25  00   132.00   -48.00    84.00
2023  12  06  00  26  00   137.00   -53.00    84.00
2023  12  06  00  27  00   174.00   -74.00   100.00
2023  12  06  00  28  00   151.00   -57.00    94.00
2023  12  06  00  29  00   113.00   -33.00    80.00
2023  12  06  00  30  00   181.00   -35.00   146.00
2023  12  06  00  31  00   295.00   -44.00   251.00
2023  12  06  00  32  00   287.00   -78.00   209.00
2023  12  06  00  33  00   211.00   -88.00   123.00
2023  12  06  00  34  00   186.00   -92.00    94.00
2023  12  06  00  35  00   201.00   -89.00   112.00
2023  12  06  00  36  00   219.00   -80.00   139.00
2023  12  06  00  37  00   215.00   -71.00   144.00
2023  12  06  00  38  00   161.00   -53.00   108.00
2023  12  06  00  39  00   143.00   -43.00   100.00
2023  12  06  00  40  00   129.00   -44.00    85.00
2023  12  06  00  41  00   123.00   -44.00    79.00
2023  12  06  00  42  00   127.00   -42.00    85.00
2023  12  06  00  43  00   140.00   -40.00   100.00
2023  12  06  00  44  00   132.00   -29.00   103.00
