File created by python code using SuperMAGGetIndices

============================================================
<year>  <month>  <day>  <hour>  <min>  <sec>  <SME (nT)>  <SML (nT)>  <SMU (nT)>
2024  05  05  00  00  00   217.62   -88.71   128.92
2024  05  05  00  01  00   215.68   -88.01   127.67
2024  05  05  00  02  00   215.80   -88.59   127.21
2024  05  05  00  03  00   219.80   -90.23   129.57
2024  05  05  00  04  00   218.14   -90.71   127.43
2024  05  05  00  05  00   229.52   -96.03   133.49
2024  05  05  00  06  00   235.08   -97.72   137.35
2024  05  05  00  07  00   237.05   -98.27   138.77
2024  05  05  00  08  00   238.18   -97.91   140.27
2024  05  05  00  09  00   236.90   -95.37   141.53
2024  05  05  00  10  00   235.77   -95.75   140.02
2024  05  05  00  11  00   234.75   -97.91   136.85
2024  05  05  00  12  00   235.04   -98.82   136.22
2024  05  05  00  13  00   243.71  -100.36   143.35
2024  05  05  00  14  00   241.91  -100.43   141.48
2024  05  05  00  15  00   233.02   -99.78   133.24
2024  05  05  00  16  00   232.81   -98.89   133.92
2024  05  05  00  17  00   236.86   -98.70   138.16
2024  05  05  00  18  00   239.49   -97.29   142.21
2024  05  05  00  19  00   240.68   -96.41   144.27
2024  05  05  00  20  00   237.45   -96.50   140.95
2024  05  05  00  21  00   240.70  -100.69   140.01
2024  05  05  00  22  00   250.31  -102.89   147.42
2024  05  05  00  23  00   252.40  -102.30   150.10
2024  05  05  00  24  00   249.32  -101.87   147.45
2024  05  05  00  25  00   245.05  -101.24   143.81
2024  05  05  00  26  00   242.36   -98.41   143.95
2024  05  05  00  27  00   236.80   -97.29   139.51
2024  05  05  00  28  00   230.09   -97.73   132.35
2024  05  05  00  29  00   224.84   -95.95   128.89
2024  05  05  00  30  00   223.90   -94.79   129.11
2024  05  05  00  31  00   221.28   -95.13   126.15
2024  05  05  00  32  00   220.91   -93.48   127.43
2024  05  05  00  33  00   223.57   -95.31   128.25
2024  05  05  00  34  00   226.43   -96.67   129.76
2024  05  05  00  35  00   224.79   -93.35   131.44
2024  05  05  00  36  00   223.15   -90.49   132.67
2024  05  05  00  37  00   231.54  -102.01   129.54
2024  05  05  00  38  00   247.08  -118.54   128.54
2024  05  05  00  39  00   254.40  -126.34   128.06
2024  05  05  00  40  00   246.01  -121.13   124.88
2024  05  05  00  41  00   230.35  -110.80   119.55
2024  05  05  00  42  00   211.75   -99.28   112.48
2024  05  05  00  43  00   209.18  -100.62   108.57
2024  05  05  00  44  00   213.28  -103.84   109.45
2024  05  05  00  45  00   225.04  -109.68   115.37
2024  05  05  00  46  00   227.22  -107.52   119.70
2024  05  05  00  47  00   225.54  -103.22   122.32
2024  05  05  00  48  00   226.44  -105.08   121.36
2024  05  05  00  49  00   221.78  -101.20   120.58
2024  05  05  00  50  00   217.79   -97.42   120.37
2024  05  05  00  51  00   215.79   -95.30   120.49
2024  05  05  00  52  00   210.92   -92.42   118.51
2024  05  05  00  53  00   206.03   -91.08   114.95
2024  05  05  00  54  00   202.88   -89.06   113.82
2024  05  05  00  55  00   202.73   -88.71   114.02
2024  05  05  00  56  00   205.00   -89.27   115.73
2024  05  05  00  57  00   204.18   -88.55   115.63
2024  05  05  00  58  00   205.35   -90.94   114.41
2024  05  05  00  59  00   206.07   -93.87   112.20
2024  05  05  01  00  00   204.57   -96.93   107.64
2024  05  05  01  01  00   201.50   -98.36   103.14
2024  05  05  01  02  00   195.54   -95.92    99.63
2024  05  05  01  03  00   189.98   -92.94    97.04
2024  05  05  01  04  00   181.92   -88.39    93.52
2024  05  05  01  05  00   174.70   -84.00    90.70
2024  05  05  01  06  00   174.02   -83.36    90.66
2024  05  05  01  07  00   177.57   -82.90    94.67
2024  05  05  01  08  00   182.52   -83.15    99.37
2024  05  05  01  09  00   182.65   -81.87   100.78
2024  05  05  01  10  00   178.77   -78.08   100.68
2024  05  05  01  11  00   176.11   -77.93    98.18
2024  05  05  01  12  00   175.19   -78.49    96.71
2024  05  05  01  13  00   171.16   -75.66    95.50
2024  05  05  01  14  00   163.90   -75.46    88.44
2024  05  05  01  15  00   167.74   -74.44    93.30
2024  05  05  01  16  00   164.58   -75.61    88.98
2024  05  05  01  17  00   154.44   -74.75    79.69
2024  05  05  01  18  00   149.91   -73.24    76.66
2024  05  05  01  19  00   159.91   -70.81    89.11
2024  05  05  01  20  00   165.88   -70.02    95.86
2024  05  05  01  21  00   161.75   -71.11    90.64
2024  05  05  01  22  00   157.18   -72.79    84.39
2024  05  05  01  23  00   165.73   -73.15    92.58
2024  05  05  01  24  00   172.75   -75.05    97.70
2024  05  05  01  25  00   175.29   -76.44    98.84
2024  05  05  01  26  00   180.88   -75.36   105.52
2024  05  05  01  27  00   188.64   -73.60   115.04
2024  05  05  01  28  00   184.27   -70.13   114.15
2024  05  05  01  29  00   181.11   -65.93   115.18
2024  05  05  01  30  00   184.46   -63.59   120.87
2024  05  05  01  31  00   197.71   -63.12   134.59
2024  05  05  01  32  00   206.20   -62.00   144.21
2024  05  05  01  33  00   205.52   -60.25   145.27
2024  05  05  01  34  00   200.64   -58.17   142.47
2024  05  05  01  35  00   194.94   -58.75   136.19
2024  05  05  01  36  00   188.82   -59.79   129.03
2024  05  05  01  37  00   181.65   -58.52   123.12
2024  05  05  01  38  00   180.03   -57.61   122.42
2024  05  05  01  39  00   183.57   -60.11   123.45
2024  05  05  01  40  00   183.19   -61.01   122.18
2024  05  05  01  41  00   180.75   -56.67   124.08
2024  05  05  01  42  00   174.47   -52.81   121.66
2024  05  05  01  43  00   168.24   -48.12   120.12
2024  05  05  01  44  00   167.81   -46.56   121.25
2024  05  05  01  45  00   167.61   -47.92   119.69
2024  05  05  01  46  00   165.89   -48.58   117.32
2024  05  05  01  47  00   158.91   -48.90   110.01
2024  05  05  01  48  00   153.08   -55.65    97.43
2024  05  05  01  49  00   148.19   -56.69    91.50
2024  05  05  01  50  00   143.04   -56.10    86.93
2024  05  05  01  51  00   138.95   -54.47    84.48
2024  05  05  01  52  00   147.70   -55.43    92.27
2024  05  05  01  53  00   150.64   -55.98    94.66
2024  05  05  01  54  00   149.11   -59.21    89.90
2024  05  05  01  55  00   141.24   -61.30    79.94
2024  05  05  01  56  00   136.58   -61.63    74.96
2024  05  05  01  57  00   133.49   -61.89    71.60
2024  05  05  01  58  00   128.77   -66.10    62.67
2024  05  05  01  59  00   124.89   -63.61    61.27
2024  05  05  02  00  00   121.18   -64.82    56.37
2024  05  05  02  01  00   115.39   -63.16    52.24
2024  05  05  02  02  00   121.02   -63.74    57.28
2024  05  05  02  03  00   126.92   -70.60    56.32
2024  05  05  02  04  00   129.78   -74.08    55.70
2024  05  05  02  05  00   126.03   -68.66    57.37
2024  05  05  02  06  00   126.81   -70.92    55.89
2024  05  05  02  07  00   120.21   -71.83    48.38
2024  05  05  02  08  00   118.30   -71.24    47.06
2024  05  05  02  09  00   118.59   -67.89    50.70
2024  05  05  02  10  00   116.29   -63.34    52.95
2024  05  05  02  11  00   129.23   -79.09    50.14
2024  05  05  02  12  00   114.40   -68.24    46.16
2024  05  05  02  13  00   119.71   -72.54    47.16
2024  05  05  02  14  00   113.43   -70.52    42.91
2024  05  05  02  15  00   105.43   -64.02    41.41
2024  05  05  02  16  00   107.55   -65.19    42.36
2024  05  05  02  17  00   107.50   -66.28    41.22
2024  05  05  02  18  00   106.09   -66.04    40.05
2024  05  05  02  19  00   101.16   -62.68    38.48
2024  05  05  02  20  00   101.37   -61.50    39.87
2024  05  05  02  21  00   109.88   -65.45    44.43
2024  05  05  02  22  00   102.74   -67.30    35.44
2024  05  05  02  23  00    99.94   -64.18    35.75
2024  05  05  02  24  00   104.94   -62.11    42.83
2024  05  05  02  25  00   108.11   -62.03    46.08
2024  05  05  02  26  00   109.26   -64.25    45.01
2024  05  05  02  27  00   109.28   -64.75    44.53
2024  05  05  02  28  00   106.08   -62.29    43.79
2024  05  05  02  29  00   112.19   -65.44    46.74
2024  05  05  02  30  00   105.52   -60.81    44.70
2024  05  05  02  31  00   105.93   -61.01    44.91
2024  05  05  02  32  00   113.35   -67.26    46.09
2024  05  05  02  33  00   110.97   -65.43    45.55
2024  05  05  02  34  00   105.36   -61.25    44.11
2024  05  05  02  35  00   108.94   -62.40    46.54
2024  05  05  02  36  00   109.08   -57.87    51.21
2024  05  05  02  37  00   121.82   -60.04    61.77
2024  05  05  02  38  00   123.79   -61.46    62.33
2024  05  05  02  39  00   114.32   -60.10    54.22
2024  05  05  02  40  00   136.25   -94.16    42.08
2024  05  05  02  41  00   151.81  -113.83    37.98
2024  05  05  02  42  00   155.47  -118.18    37.29
2024  05  05  02  43  00   118.99   -81.78    37.21
