File created by python code using SuperMAGGetIndices

============================================================
<year>  <month>  <day>  <hour>  <min>  <sec>  <SME (nT)>  <SML (nT)>  <SMU (nT)>
2011  08  03  00  00  00   120.21   -22.02    98.19
2011  08  03  00  01  00   118.30   -21.03    97.27
2011  08  03  00  02  00   116.35   -21.79    94.55
2011  08  03  00  03  00   115.08   -21.44    93.64
2011  08  03  00  04  00   118.23   -21.47    96.76
2011  08  03  00  05  00   124.70   -22.53   102.17
2011  08  03  00  06  00   128.76   -23.47   105.29
2011  08  03  00  07  00   129.45   -23.23   106.22
2011  08  03  00  08  00   129.13   -22.07   107.05
2011  08  03  00  09  00   128.18   -20.46   107.71
2011  08  03  00  10  00   127.54   -20.37   107.16
2011  08  03  00  11  00   125.62   -20.27   105.35
2011  08  03  00  12  00   124.51   -21.12   103.39
2011  08  03  00  13  00   121.94   -19.50   102.44
2011  08  03  00  14  00   124.18   -21.67   102.50
2011  08  03  00  15  00   123.08   -21.69   101.40
2011  08  03  00  16  00   120.76   -21.45    99.31
2011  08  03  00  17  00   119.57   -18.71   100.86
2011  08  03  00  18  00   116.73   -15.27   101.46
2011  08  03  00  19  00   114.49   -12.51   101.98
2011  08  03  00  20  00   116.13   -11.94   104.18
2011  08  03  00  21  00   115.78   -11.12   104.67
2011  08  03  00  22  00   112.91   -10.71   102.20
2011  08  03  00  23  00   110.09   -11.87    98.22
2011  08  03  00  24  00   110.92   -14.71    96.21
2011  08  03  00  25  00   112.89   -16.83    96.06
2011  08  03  00  26  00   111.30   -15.28    96.01
2011  08  03  00  27  00   110.56   -16.05    94.52
2011  08  03  00  28  00   109.76   -16.31    93.45
2011  08  03  00  29  00   111.18   -16.60    94.58
2011  08  03  00  30  00   109.88   -14.35    95.53
2011  08  03  00  31  00   109.97   -12.53    97.44
2011  08  03  00  32  00   111.59   -10.21   101.38
2011  08  03  00  33  00   113.60    -9.91   103.69
2011  08  03  00  34  00   114.42   -11.82   102.59
2011  08  03  00  35  00   113.32   -11.78   101.54
2011  08  03  00  36  00   115.51   -12.53   102.98
2011  08  03  00  37  00   114.09   -11.26   102.83
2011  08  03  00  38  00   115.21   -11.03   104.18
2011  08  03  00  39  00   116.99   -10.29   106.69
2011  08  03  00  40  00   113.20    -9.67   103.53
2011  08  03  00  41  00   112.77   -12.88    99.89
2011  08  03  00  42  00   111.74   -12.55    99.19
2011  08  03  00  43  00   110.08   -11.83    98.26
2011  08  03  00  44  00   108.22   -10.63    97.58
2011  08  03  00  45  00   108.88   -13.66    95.22
2011  08  03  00  46  00   109.86   -18.41    91.45
2011  08  03  00  47  00   109.93   -23.53    86.40
2011  08  03  00  48  00   110.99   -27.49    83.50
2011  08  03  00  49  00   108.83   -31.08    77.75
2011  08  03  00  50  00   108.47   -33.84    74.63
2011  08  03  00  51  00   110.62   -37.50    73.11
2011  08  03  00  52  00   111.34   -39.99    71.35
2011  08  03  00  53  00   112.83   -40.11    72.72
2011  08  03  00  54  00   111.87   -39.19    72.68
2011  08  03  00  55  00   109.51   -37.51    72.00
2011  08  03  00  56  00   109.36   -35.68    73.68
2011  08  03  00  57  00   107.08   -33.12    73.96
2011  08  03  00  58  00   103.59   -30.48    73.11
2011  08  03  00  59  00   102.63   -29.76    72.87
2011  08  03  01  00  00   103.38   -30.22    73.16
2011  08  03  01  01  00   108.85   -32.29    76.56
2011  08  03  01  02  00   111.34   -32.27    79.07
2011  08  03  01  03  00   112.80   -30.90    81.90
2011  08  03  01  04  00   112.51   -29.25    83.26
2011  08  03  01  05  00   110.06   -27.70    82.36
2011  08  03  01  06  00   107.97   -27.37    80.60
2011  08  03  01  07  00   106.84   -27.15    79.68
2011  08  03  01  08  00   107.30   -26.44    80.86
2011  08  03  01  09  00   106.72   -26.14    80.58
2011  08  03  01  10  00   107.45   -25.84    81.61
2011  08  03  01  11  00   108.86   -26.65    82.21
2011  08  03  01  12  00   108.62   -27.43    81.18
2011  08  03  01  13  00   108.16   -26.92    81.24
2011  08  03  01  14  00   106.79   -26.29    80.49
2011  08  03  01  15  00   106.40   -25.38    81.02
2011  08  03  01  16  00   107.69   -26.14    81.55
2011  08  03  01  17  00   107.84   -25.71    82.13
2011  08  03  01  18  00   106.43   -25.72    80.71
2011  08  03  01  19  00   105.92   -25.89    80.04
2011  08  03  01  20  00   102.64   -25.46    77.18
2011  08  03  01  21  00    99.39   -24.86    74.52
2011  08  03  01  22  00    97.81   -24.45    73.36
2011  08  03  01  23  00    96.78   -24.62    72.15
2011  08  03  01  24  00    97.84   -26.54    71.30
2011  08  03  01  25  00    95.46   -25.11    70.35
2011  08  03  01  26  00    95.39   -27.52    67.86
2011  08  03  01  27  00    91.18   -22.99    68.19
2011  08  03  01  28  00    93.42   -25.51    67.91
2011  08  03  01  29  00    91.95   -24.93    67.02
2011  08  03  01  30  00    97.73   -31.70    66.03
2011  08  03  01  31  00    92.97   -27.42    65.55
2011  08  03  01  32  00   102.79   -36.14    66.65
2011  08  03  01  33  00   101.73   -34.71    67.02
2011  08  03  01  34  00   136.72   -67.15    69.58
2011  08  03  01  35  00   147.63   -75.57    72.06
2011  08  03  01  36  00   144.12   -71.16    72.95
2011  08  03  01  37  00   131.63   -58.83    72.79
2011  08  03  01  38  00   113.01   -42.96    70.06
2011  08  03  01  39  00    97.12   -29.35    67.78
2011  08  03  01  40  00    94.88   -28.21    66.67
2011  08  03  01  41  00    93.14   -26.75    66.39
2011  08  03  01  42  00    93.86   -28.72    65.14
2011  08  03  01  43  00    94.73   -27.54    67.19
2011  08  03  01  44  00    94.17   -27.87    66.30
2011  08  03  01  45  00    92.74   -27.97    64.77
2011  08  03  01  46  00    91.95   -26.85    65.10
