year mm dd hh mm ss msec long lat alt
2004 11 4 1 25 0 0 159.03 -72.15 507.20
2004 11 4 1 26 0 0 159.35 -68.37 506.91
2004 11 4 1 27 0 0 159.50 -64.58 506.44
2004 11 4 1 28 0 0 159.55 -60.79 505.80
2004 11 4 1 29 0 0 159.54 -57.00 505.00
2004 11 4 1 30 0 0 159.49 -53.20 504.07
2004 11 4 1 31 0 0 159.40 -49.40 503.01
2004 11 4 1 32 0 0 159.29 -45.60 501.86
2004 11 4 1 33 0 0 159.16 -41.79 500.63
2004 11 4 1 34 0 0 159.02 -37.98 499.35
2004 11 4 1 35 0 0 158.87 -34.17 498.03
2004 11 4 1 36 0 0 158.71 -30.35 496.70
2004 11 4 1 37 0 0 158.54 -26.53 495.38
2004 11 4 1 38 0 0 158.37 -22.71 494.08
2004 11 4 1 39 0 0 158.19 -18.88 492.82
2004 11 4 1 40 0 0 158.01 -15.05 491.63
2004 11 4 1 41 0 0 157.83 -11.22 490.50
2004 11 4 1 42 0 0 157.65 -7.39 489.47
2004 11 4 1 43 0 0 157.46 -3.56 488.53
2004 11 4 1 44 0 0 157.27 0.28 487.70
2004 11 4 1 45 0 0 157.09 4.12 486.97
2004 11 4 1 46 0 0 156.90 7.95 486.36
2004 11 4 1 47 0 0 156.72 11.79 485.86
2004 11 4 1 48 0 0 156.54 15.63 485.46
2004 11 4 1 49 0 0 156.36 19.46 485.16
2004 11 4 1 50 0 0 156.18 23.30 484.96
2004 11 4 1 51 0 0 156.01 27.13 484.85
2004 11 4 1 52 0 0 155.84 30.96 484.80
2004 11 4 1 53 0 0 155.68 34.79 484.81
2004 11 4 1 54 0 0 155.53 38.62 484.87
2004 11 4 1 55 0 0 155.39 42.45 484.95
2004 11 4 1 56 0 0 155.27 46.27 485.05
2004 11 4 1 57 0 0 155.16 50.09 485.14
2004 11 4 1 58 0 0 155.08 53.91 485.20
2004 11 4 1 59 0 0 155.04 57.73 485.23
2004 11 4 2 0 0 0 155.04 61.55 485.21
2004 11 4 2 1 0 0 155.11 65.36 485.12
2004 11 4 2 2 0 0 155.29 69.17 484.95
2004 11 4 2 3 0 0 155.66 72.98 484.69
2004 11 4 2 4 0 0 156.37 76.78 484.33
2004 11 4 2 5 0 0 157.83 80.58 483.86
2004 11 4 2 6 0 0 161.57 84.36 483.28
2004 11 4 2 7 0 0 180.45 88.01 482.60
2004 11 4 2 8 0 0 306.26 87.72 481.80
2004 11 4 2 9 0 0 321.72 84.04 480.90
2004 11 4 2 10 0 0 325.12 80.25 479.89
2004 11 4 2 11 0 0 326.49 76.45 478.79
2004 11 4 2 12 0 0 327.16 72.64 477.62
2004 11 4 2 13 0 0 327.51 68.82 476.37
2004 11 4 2 14 0 0 327.68 65.00 475.07
2004 11 4 2 15 0 0 327.74 61.17 473.74
2004 11 4 2 16 0 0 327.74 57.34 472.39
2004 11 4 2 17 0 0 327.69 53.51 471.05
2004 11 4 2 18 0 0 327.61 49.67 469.73
2004 11 4 2 19 0 0 327.50 45.83 468.46
2004 11 4 2 20 0 0 327.37 41.99 467.26
2004 11 4 2 21 0 0 327.23 38.14 466.15
2004 11 4 2 22 0 0 327.08 34.29 465.15
2004 11 4 2 23 0 0 326.92 30.44 464.29
2004 11 4 2 24 0 0 326.76 26.58 463.58
2004 11 4 2 25 0 0 326.58 22.72 463.04
2004 11 4 2 26 0 0 326.41 18.86 462.69
2004 11 4 2 27 0 0 326.23 15.00 462.53
2004 11 4 2 28 0 0 326.05 11.14 462.58
2004 11 4 2 29 0 0 325.86 7.28 462.85
2004 11 4 2 30 0 0 325.68 3.41 463.33
2004 11 4 2 31 0 0 325.49 -0.45 464.03
2004 11 4 2 32 0 0 325.31 -4.31 464.95
2004 11 4 2 33 0 0 325.12 -8.17 466.08
2004 11 4 2 34 0 0 324.94 -12.03 467.42
2004 11 4 2 35 0 0 324.76 -15.89 468.94
2004 11 4 2 36 0 0 324.58 -19.74 470.64
2004 11 4 2 37 0 0 324.40 -23.59 472.50
2004 11 4 2 38 0 0 324.23 -27.44 474.50
2004 11 4 2 39 0 0 324.06 -31.28 476.61
2004 11 4 2 40 0 0 323.91 -35.12 478.82
2004 11 4 2 41 0 0 323.76 -38.95 481.09
2004 11 4 2 42 0 0 323.62 -42.78 483.41
2004 11 4 2 43 0 0 323.50 -46.60 485.75
2004 11 4 2 44 0 0 323.39 -50.42 488.07
2004 11 4 2 45 0 0 323.31 -54.24 490.36
2004 11 4 2 46 0 0 323.27 -58.05 492.58
2004 11 4 2 47 0 0 323.28 -61.86 494.72
2004 11 4 2 48 0 0 323.36 -65.66 496.75
2004 11 4 2 49 0 0 323.55 -69.45 498.64
2004 11 4 2 50 0 0 323.93 -73.25 500.38
2004 11 4 2 51 0 0 324.67 -77.03 501.96
2004 11 4 2 52 0 0 326.20 -80.81 503.35
2004 11 4 2 53 0 0 330.17 -84.56 504.54
2004 11 4 2 54 0 0 351.44 -88.16 505.54
2004 11 4 2 55 0 0 116.00 -87.57 506.32
2004 11 4 2 56 0 0 130.12 -83.91 506.88
2004 11 4 2 57 0 0 133.39 -80.16 507.24
2004 11 4 2 58 0 0 134.72 -76.38 507.38
2004 11 4 2 59 0 0 135.38 -72.60 507.32
2004 11 4 3 0 0 0 135.72 -68.82 507.06
2004 11 4 3 1 0 0 135.88 -65.03 506.62
2004 11 4 3 2 0 0 135.95 -61.24 506.00
2004 11 4 3 3 0 0 135.94 -57.45 505.23
2004 11 4 3 4 0 0 135.89 -53.65 504.32
2004 11 4 3 5 0 0 135.81 -49.85 503.28
2004 11 4 3 6 0 0 135.70 -46.05 502.15
2004 11 4 3 7 0 0 135.58 -42.24 500.93
2004 11 4 3 8 0 0 135.44 -38.44 499.66
2004 11 4 3 9 0 0 135.29 -34.62 498.35
2004 11 4 3 10 0 0 135.13 -30.81 497.02
2004 11 4 3 11 0 0 134.96 -26.99 495.70
2004 11 4 3 12 0 0 134.79 -23.16 494.39
2004 11 4 3 13 0 0 134.61 -19.34 493.14
2004 11 4 3 14 0 0 134.43 -15.51 491.93
2004 11 4 3 15 0 0 134.25 -11.68 490.80
2004 11 4 3 16 0 0 134.06 -7.85 489.76
2004 11 4 3 17 0 0 133.88 -4.02 488.81
2004 11 4 3 18 0 0 133.69 -0.18 487.96
2004 11 4 3 19 0 0 133.51 3.66 487.22
2004 11 4 3 20 0 0 133.32 7.49 486.59
2004 11 4 3 21 0 0 133.14 11.33 486.07
2004 11 4 3 22 0 0 132.96 15.17 485.66
2004 11 4 3 23 0 0 132.78 19.00 485.34
2004 11 4 3 24 0 0 132.60 22.84 485.12
2004 11 4 3 25 0 0 132.43 26.67 484.99
2004 11 4 3 26 0 0 132.26 30.50 484.93
2004 11 4 3 27 0 0 132.10 34.33 484.93
2004 11 4 3 28 0 0 131.95 38.16 484.97
2004 11 4 3 29 0 0 131.81 41.99 485.04
2004 11 4 3 30 0 0 131.68 45.81 485.12
2004 11 4 3 31 0 0 131.57 49.64 485.20
2004 11 4 3 32 0 0 131.49 53.46 485.26
2004 11 4 3 33 0 0 131.44 57.27 485.28
2004 11 4 3 34 0 0 131.44 61.09 485.25
2004 11 4 3 35 0 0 131.50 64.90 485.15
2004 11 4 3 36 0 0 131.67 68.71 484.98
2004 11 4 3 37 0 0 132.00 72.52 484.72
2004 11 4 3 38 0 0 132.66 76.33 484.36
2004 11 4 3 39 0 0 134.00 80.13 483.89
2004 11 4 3 40 0 0 137.28 83.91 483.32
2004 11 4 3 41 0 0 151.63 87.60 482.64
2004 11 4 3 42 0 0 276.72 88.12 481.84
2004 11 4 3 43 0 0 297.35 84.49 480.94
2004 11 4 3 44 0 0 301.25 80.71 479.94
2004 11 4 3 45 0 0 302.76 76.90 478.84
2004 11 4 3 46 0 0 303.49 73.09 477.66
2004 11 4 3 47 0 0 303.87 69.28 476.42
2004 11 4 3 48 0 0 304.05 65.46 475.12
2004 11 4 3 49 0 0 304.13 61.63 473.78
2004 11 4 3 50 0 0 304.14 57.80 472.43
2004 11 4 3 51 0 0 304.09 53.97 471.08
2004 11 4 3 52 0 0 304.01 50.13 469.76
2004 11 4 3 53 0 0 303.91 46.29 468.48
2004 11 4 3 54 0 0 303.78 42.45 467.27
2004 11 4 3 55 0 0 303.65 38.60 466.15
2004 11 4 3 56 0 0 303.50 34.75 465.15
2004 11 4 3 57 0 0 303.34 30.90 464.27
2004 11 4 3 58 0 0 303.17 27.04 463.55
2004 11 4 3 59 0 0 303.00 23.19 463.00
2004 11 4 4 0 0 0 302.83 19.33 462.63
2004 11 4 4 1 0 0 302.65 15.46 462.46
2004 11 4 4 2 0 0 302.46 11.60 462.50
2004 11 4 4 3 0 0 302.28 7.74 462.75
2004 11 4 4 4 0 0 302.10 3.87 463.22
2004 11 4 4 5 0 0 301.91 0.01 463.91
2004 11 4 4 6 0 0 301.73 -3.85 464.82
2004 11 4 4 7 0 0 301.54 -7.71 465.94
2004 11 4 4 8 0 0 301.36 -11.57 467.26
2004 11 4 4 9 0 0 301.18 -15.43 468.78
2004 11 4 4 10 0 0 301.00 -19.28 470.47
2004 11 4 4 11 0 0 300.82 -23.13 472.33
2004 11 4 4 12 0 0 300.65 -26.98 474.32
2004 11 4 4 13 0 0 300.48 -30.82 476.44
2004 11 4 4 14 0 0 300.32 -34.66 478.64
2004 11 4 4 15 0 0 300.17 -38.49 480.92
2004 11 4 4 16 0 0 300.03 -42.32 483.25
2004 11 4 4 17 0 0 299.91 -46.15 485.59
2004 11 4 4 18 0 0 299.80 -49.97 487.93
2004 11 4 4 19 0 0 299.72 -53.78 490.23
2004 11 4 4 20 0 0 299.67 -57.59 492.47
2004 11 4 4 21 0 0 299.67 -61.40 494.63
2004 11 4 4 22 0 0 299.74 -65.20 496.67
2004 11 4 4 23 0 0 299.92 -69.00 498.59
2004 11 4 4 24 0 0 300.27 -72.79 500.35
2004 11 4 4 25 0 0 300.95 -76.58 501.95
2004 11 4 4 26 0 0 302.35 -80.36 503.37
2004 11 4 4 27 0 0 305.82 -84.11 504.59
2004 11 4 4 28 0 0 321.75 -87.76 505.61
2004 11 4 4 29 0 0 87.24 -87.98 506.42
2004 11 4 4 30 0 0 105.79 -84.36 507.01
2004 11 4 4 31 0 0 109.53 -80.61 507.39
2004 11 4 4 32 0 0 111.00 -76.84 507.55
2004 11 4 4 33 0 0 111.71 -73.06 507.51
2004 11 4 4 34 0 0 112.08 -69.27 507.28
2004 11 4 4 35 0 0 112.27 -65.49 506.85
2004 11 4 4 36 0 0 112.34 -61.70 506.25
2004 11 4 4 37 0 0 112.34 -57.91 505.49
2004 11 4 4 38 0 0 112.30 -54.11 504.58
2004 11 4 4 39 0 0 112.22 -50.31 503.55
2004 11 4 4 40 0 0 112.11 -46.51 502.42
2004 11 4 4 41 0 0 111.99 -42.70 501.20
2004 11 4 4 42 0 0 111.85 -38.89 499.93
2004 11 4 4 43 0 0 111.70 -35.08 498.61
2004 11 4 4 44 0 0 111.54 -31.27 497.27
2004 11 4 4 45 0 0 111.38 -27.45 495.94
2004 11 4 4 46 0 0 111.21 -23.63 494.62
2004 11 4 4 47 0 0 111.03 -19.80 493.35
2004 11 4 4 48 0 0 110.85 -15.97 492.13
2004 11 4 4 49 0 0 110.67 -12.14 490.98
2004 11 4 4 50 0 0 110.48 -8.31 489.91
2004 11 4 4 51 0 0 110.30 -4.48 488.94
2004 11 4 4 52 0 0 110.11 -0.64 488.07
2004 11 4 4 53 0 0 109.93 3.19 487.31
2004 11 4 4 54 0 0 109.74 7.03 486.66
2004 11 4 4 55 0 0 109.56 10.87 486.11
2004 11 4 4 56 0 0 109.37 14.70 485.68
2004 11 4 4 57 0 0 109.19 18.54 485.35
2004 11 4 4 58 0 0 109.02 22.37 485.11
2004 11 4 4 59 0 0 108.84 26.21 484.96
2004 11 4 5 0 0 0 108.68 30.04 484.88
2004 11 4 5 1 0 0 108.52 33.87 484.87
2004 11 4 5 2 0 0 108.36 37.70 484.90
2004 11 4 5 3 0 0 108.22 41.53 484.97
2004 11 4 5 4 0 0 108.09 45.35 485.05
2004 11 4 5 5 0 0 107.98 49.17 485.12
2004 11 4 5 6 0 0 107.90 52.99 485.19
2004 11 4 5 7 0 0 107.84 56.81 485.22
2004 11 4 5 8 0 0 107.83 60.63 485.20
2004 11 4 5 9 0 0 107.89 64.44 485.11
2004 11 4 5 10 0 0 108.04 68.25 484.95
2004 11 4 5 11 0 0 108.35 72.06 484.71
2004 11 4 5 12 0 0 108.96 75.87 484.36
2004 11 4 5 13 0 0 110.18 79.67 483.92
2004 11 4 5 14 0 0 113.08 83.45 483.36
2004 11 4 5 15 0 0 124.34 87.17 482.70
2004 11 4 5 16 0 0 244.04 88.49 481.92
2004 11 4 5 17 0 0 272.84 84.94 481.04
2004 11 4 5 18 0 0 277.36 81.17 480.06
2004 11 4 5 19 0 0 279.03 77.36 478.98
2004 11 4 5 20 0 0 279.82 73.55 477.82
2004 11 4 5 21 0 0 280.23 69.74 476.58
2004 11 4 5 22 0 0 280.43 65.92 475.30
2004 11 4 5 23 0 0 280.52 62.09 473.98
2004 11 4 5 24 0 0 280.53 58.26 472.63
2004 11 4 5 25 0 0 280.49 54.43 471.29
2004 11 4 5 26 0 0 280.42 50.60 469.98
2004 11 4 5 27 0 0 280.32 46.76 468.70
2004 11 4 5 28 0 0 280.19 42.91 467.50
2004 11 4 5 29 0 0 280.06 39.07 466.38
2004 11 4 5 30 0 0 279.91 35.22 465.37
2004 11 4 5 31 0 0 279.75 31.37 464.49
2004 11 4 5 32 0 0 279.59 27.51 463.76
2004 11 4 5 33 0 0 279.42 23.65 463.19
2004 11 4 5 34 0 0 279.24 19.79 462.81
2004 11 4 5 35 0 0 279.06 15.93 462.62
2004 11 4 5 36 0 0 278.88 12.07 462.64
2004 11 4 5 37 0 0 278.70 8.21 462.87
2004 11 4 5 38 0 0 278.51 4.34 463.31
2004 11 4 5 39 0 0 278.33 0.48 463.98
2004 11 4 5 40 0 0 278.14 -3.38 464.86
2004 11 4 5 41 0 0 277.96 -7.24 465.95
2004 11 4 5 42 0 0 277.78 -11.10 467.25
2004 11 4 5 43 0 0 277.59 -14.96 468.74
2004 11 4 5 44 0 0 277.41 -18.81 470.41
2004 11 4 5 45 0 0 277.24 -22.66 472.24
2004 11 4 5 46 0 0 277.07 -26.51 474.22
2004 11 4 5 47 0 0 276.90 -30.35 476.31
2004 11 4 5 48 0 0 276.74 -34.19 478.51
2004 11 4 5 49 0 0 276.59 -38.03 480.78
2004 11 4 5 50 0 0 276.45 -41.86 483.09
2004 11 4 5 51 0 0 276.32 -45.68 485.43
2004 11 4 5 52 0 0 276.21 -49.50 487.76
2004 11 4 5 53 0 0 276.13 -53.32 490.06
2004 11 4 5 54 0 0 276.08 -57.13 492.31
2004 11 4 5 55 0 0 276.07 -60.94 494.47
2004 11 4 5 56 0 0 276.13 -64.74 496.52
2004 11 4 5 57 0 0 276.29 -68.54 498.45
2004 11 4 5 58 0 0 276.62 -72.33 500.23
2004 11 4 5 59 0 0 277.25 -76.12 501.84
2004 11 4 6 0 0 0 278.52 -79.90 503.27
2004 11 4 6 1 0 0 281.58 -83.66 504.51
2004 11 4 6 2 0 0 293.91 -87.34 505.55
2004 11 4 6 3 0 0 55.77 -88.37 506.38
2004 11 4 6 4 0 0 81.32 -84.81 506.99
2004 11 4 6 5 0 0 85.64 -81.07 507.39
2004 11 4 6 6 0 0 87.26 -77.30 507.57
2004 11 4 6 7 0 0 88.04 -73.52 507.55
2004 11 4 6 8 0 0 88.44 -69.74 507.33
2004 11 4 6 9 0 0 88.64 -65.95 506.91
2004 11 4 6 10 0 0 88.73 -62.16 506.32
2004 11 4 6 11 0 0 88.74 -58.37 505.57
2004 11 4 6 12 0 0 88.70 -54.57 504.67
2004 11 4 6 13 0 0 88.62 -50.77 503.65
2004 11 4 6 14 0 0 88.52 -46.97 502.52
2004 11 4 6 15 0 0 88.40 -43.17 501.31
2004 11 4 6 16 0 0 88.26 -39.36 500.03
2004 11 4 6 17 0 0 88.11 -35.55 498.70
2004 11 4 6 18 0 0 87.96 -31.73 497.36
2004 11 4 6 19 0 0 87.79 -27.91 496.01
2004 11 4 6 20 0 0 87.62 -24.09 494.68
2004 11 4 6 21 0 0 87.45 -20.27 493.39
2004 11 4 6 22 0 0 87.27 -16.44 492.16
2004 11 4 6 23 0 0 87.08 -12.61 490.99
2004 11 4 6 24 0 0 86.90 -8.78 489.91
2004 11 4 6 25 0 0 86.72 -4.95 488.93
2004 11 4 6 26 0 0 86.53 -1.11 488.04
2004 11 4 6 27 0 0 86.34 2.73 487.26
2004 11 4 6 28 0 0 86.16 6.56 486.60
2004 11 4 6 29 0 0 85.97 10.40 486.05
2004 11 4 6 30 0 0 85.79 14.24 485.60
2004 11 4 6 31 0 0 85.61 18.07 485.26
2004 11 4 6 32 0 0 85.43 21.91 485.02
2004 11 4 6 33 0 0 85.26 25.74 484.87
2004 11 4 6 34 0 0 85.09 29.57 484.79
2004 11 4 6 35 0 0 84.93 33.41 484.78
2004 11 4 6 36 0 0 84.78 37.23 484.81
2004 11 4 6 37 0 0 84.64 41.06 484.88
2004 11 4 6 38 0 0 84.51 44.89 484.97
2004 11 4 6 39 0 0 84.39 48.71 485.06
2004 11 4 6 40 0 0 84.30 52.53 485.14
2004 11 4 6 41 0 0 84.24 56.35 485.18
2004 11 4 6 42 0 0 84.23 60.17 485.18
2004 11 4 6 43 0 0 84.27 63.98 485.11
2004 11 4 6 44 0 0 84.41 67.79 484.97
2004 11 4 6 45 0 0 84.70 71.60 484.75
2004 11 4 6 46 0 0 85.26 75.41 484.43
2004 11 4 6 47 0 0 86.38 79.21 484.01
2004 11 4 6 48 0 0 88.95 83.00 483.48
2004 11 4 6 49 0 0 98.01 86.73 482.83
2004 11 4 6 50 0 0 205.93 88.81 482.08
2004 11 4 6 51 0 0 248.15 85.39 481.22
2004 11 4 6 52 0 0 253.43 81.63 480.26
2004 11 4 6 53 0 0 255.28 77.83 479.20
2004 11 4 6 54 0 0 256.14 74.02 478.06
2004 11 4 6 55 0 0 256.58 70.20 476.84
2004 11 4 6 56 0 0 256.81 66.38 475.57
2004 11 4 6 57 0 0 256.91 62.56 474.26
2004 11 4 6 58 0 0 256.93 58.73 472.93
2004 11 4 6 59 0 0 256.89 54.90 471.59
2004 11 4 7 0 0 0 256.82 51.06 470.28
2004 11 4 7 1 0 0 256.72 47.22 469.01
2004 11 4 7 2 0 0 256.61 43.38 467.79
2004 11 4 7 3 0 0 256.47 39.54 466.67
2004 11 4 7 4 0 0 256.32 35.69 465.64
2004 11 4 7 5 0 0 256.17 31.83 464.75
2004 11 4 7 6 0 0 256.00 27.98 464.00
2004 11 4 7 7 0 0 255.83 24.12 463.41
2004 11 4 7 8 0 0 255.66 20.26 463.00
2004 11 4 7 9 0 0 255.48 16.40 462.79
2004 11 4 7 10 0 0 255.30 12.54 462.77
2004 11 4 7 11 0 0 255.12 8.68 462.97
2004 11 4 7 12 0 0 254.93 4.81 463.39
2004 11 4 7 13 0 0 254.75 0.95 464.02
2004 11 4 7 14 0 0 254.56 -2.91 464.87
2004 11 4 7 15 0 0 254.38 -6.77 465.94
2004 11 4 7 16 0 0 254.19 -10.63 467.21
2004 11 4 7 17 0 0 254.01 -14.49 468.67
2004 11 4 7 18 0 0 253.83 -18.34 470.31
2004 11 4 7 19 0 0 253.65 -22.19 472.12
2004 11 4 7 20 0 0 253.48 -26.04 474.07
2004 11 4 7 21 0 0 253.31 -29.88 476.15
2004 11 4 7 22 0 0 253.15 -33.72 478.32
2004 11 4 7 23 0 0 253.00 -37.56 480.58
2004 11 4 7 24 0 0 252.86 -41.39 482.88
2004 11 4 7 25 0 0 252.73 -45.21 485.21
2004 11 4 7 26 0 0 252.62 -49.04 487.53
2004 11 4 7 27 0 0 252.53 -52.85 489.83
2004 11 4 7 28 0 0 252.48 -56.66 492.07
2004 11 4 7 29 0 0 252.46 -60.47 494.23
2004 11 4 7 30 0 0 252.51 -64.27 496.29
2004 11 4 7 31 0 0 252.66 -68.07 498.23
2004 11 4 7 32 0 0 252.96 -71.86 500.02
2004 11 4 7 33 0 0 253.54 -75.65 501.64
2004 11 4 7 34 0 0 254.70 -79.43 503.09
2004 11 4 7 35 0 0 257.41 -83.20 504.35
2004 11 4 7 36 0 0 267.22 -86.90 505.40
2004 11 4 7 37 0 0 19.76 -88.71 506.25
2004 11 4 7 38 0 0 56.69 -85.27 506.88
2004 11 4 7 39 0 0 61.72 -81.53 507.29
2004 11 4 7 40 0 0 63.52 -77.76 507.50
2004 11 4 7 41 0 0 64.36 -73.98 507.49
2004 11 4 7 42 0 0 64.79 -70.20 507.29
2004 11 4 7 43 0 0 65.02 -66.41 506.89
2004 11 4 7 44 0 0 65.11 -62.62 506.31
2004 11 4 7 45 0 0 65.13 -58.83 505.58
2004 11 4 7 46 0 0 65.10 -55.04 504.69
2004 11 4 7 47 0 0 65.03 -51.24 503.68
2004 11 4 7 48 0 0 64.93 -47.44 502.55
2004 11 4 7 49 0 0 64.81 -43.63 501.34
2004 11 4 7 50 0 0 64.67 -39.83 500.07
2004 11 4 7 51 0 0 64.53 -36.01 498.74
2004 11 4 7 52 0 0 64.37 -32.20 497.40
2004 11 4 7 53 0 0 64.21 -28.38 496.05
2004 11 4 7 54 0 0 64.04 -24.56 494.71
2004 11 4 7 55 0 0 63.86 -20.73 493.41
2004 11 4 7 56 0 0 63.68 -16.91 492.17
2004 11 4 7 57 0 0 63.50 -13.08 490.99
2004 11 4 7 58 0 0 63.32 -9.25 489.90
2004 11 4 7 59 0 0 63.13 -5.41 488.90
2004 11 4 8 0 0 0 62.95 -1.58 488.00
2004 11 4 8 1 0 0 62.76 2.26 487.21
2004 11 4 8 2 0 0 62.58 6.10 486.53
2004 11 4 8 3 0 0 62.39 9.93 485.96
2004 11 4 8 4 0 0 62.21 13.77 485.50
2004 11 4 8 5 0 0 62.03 17.61 485.15
2004 11 4 8 6 0 0 61.85 21.44 484.90
2004 11 4 8 7 0 0 61.68 25.28 484.74
2004 11 4 8 8 0 0 61.51 29.11 484.66
2004 11 4 8 9 0 0 61.35 32.94 484.64
2004 11 4 8 10 0 0 61.19 36.77 484.67
2004 11 4 8 11 0 0 61.05 40.60 484.74
2004 11 4 8 12 0 0 60.92 44.42 484.83
2004 11 4 8 13 0 0 60.80 48.25 484.92
2004 11 4 8 14 0 0 60.71 52.07 485.01
2004 11 4 8 15 0 0 60.64 55.89 485.06
2004 11 4 8 16 0 0 60.62 59.70 485.07
2004 11 4 8 17 0 0 60.66 63.52 485.01
2004 11 4 8 18 0 0 60.78 67.33 484.89
2004 11 4 8 19 0 0 61.05 71.14 484.68
2004 11 4 8 20 0 0 61.56 74.95 484.38
2004 11 4 8 21 0 0 62.58 78.75 483.97
2004 11 4 8 22 0 0 64.88 82.54 483.46
2004 11 4 8 23 0 0 72.31 86.29 482.84
2004 11 4 8 24 0 0 160.20 89.01 482.11
2004 11 4 8 25 0 0 223.25 85.84 481.26
2004 11 4 8 26 0 0 229.47 82.08 480.32
