File created by python code using write_sme_file

Data downloaded from OMNIWeb and written in SME format

============================================================
<year>  <month>  <day>  <hour>  <min>  <sec>  <SME (nT)>  <SML (nT)>  <SMU (nT)>
2025  11  10  00  00  00   447.00  -351.00    96.00
2025  11  10  00  01  00   448.00  -352.00    96.00
2025  11  10  00  02  00   438.00  -344.00    94.00
2025  11  10  00  03  00   407.00  -316.00    91.00
2025  11  10  00  04  00   383.00  -293.00    90.00
2025  11  10  00  05  00   388.00  -299.00    89.00
2025  11  10  00  06  00   396.00  -308.00    88.00
2025  11  10  00  07  00   426.00  -339.00    87.00
2025  11  10  00  08  00   433.00  -347.00    86.00
2025  11  10  00  09  00   414.00  -329.00    85.00
2025  11  10  00  10  00   384.00  -300.00    84.00
2025  11  10  00  11  00   384.00  -301.00    83.00
2025  11  10  00  12  00   381.00  -299.00    82.00
2025  11  10  00  13  00   406.00  -325.00    81.00
2025  11  10  00  14  00   384.00  -304.00    80.00
2025  11  10  00  16  00   334.00  -253.00    81.00
2025  11  10  00  18  00   310.00  -247.00    63.00
2025  11  10  00  19  00   303.00  -244.00    59.00
2025  11  10  00  20  00   302.00  -236.00    66.00
2025  11  10  00  21  00   300.00  -226.00    74.00
2025  11  10  00  22  00   294.00  -221.00    73.00
2025  11  10  00  23  00   294.00  -230.00    64.00
2025  11  10  00  24  00   268.00  -216.00    52.00
2025  11  10  00  25  00   285.00  -232.00    53.00
2025  11  10  00  27  00   268.00  -219.00    49.00
2025  11  10  00  28  00   274.00  -245.00    29.00
2025  11  10  00  29  00   267.00  -245.00    22.00
2025  11  10  00  30  00   264.00  -234.00    30.00
2025  11  10  00  31  00   272.00  -222.00    50.00
2025  11  10  00  32  00   310.00  -251.00    59.00
2025  11  10  00  33  00   301.00  -250.00    51.00
2025  11  10  00  35  00   280.00  -246.00    34.00
2025  11  10  00  36  00   277.00  -234.00    43.00
2025  11  10  00  37  00   257.00  -208.00    49.00
2025  11  10  00  38  00   252.00  -194.00    58.00
2025  11  10  00  39  00   265.00  -208.00    57.00
2025  11  10  00  40  00   260.00  -221.00    39.00
2025  11  10  00  41  00   248.00  -224.00    24.00
2025  11  10  00  42  00   257.00  -221.00    36.00
2025  11  10  00  43  00   280.00  -230.00    50.00
2025  11  10  00  44  00   259.00  -203.00    56.00
2025  11  10  00  45  00   242.00  -187.00    55.00
2025  11  10  00  46  00   243.00  -185.00    58.00
2025  11  10  00  47  00   249.00  -194.00    55.00
2025  11  10  00  48  00   222.00  -181.00    41.00
2025  11  10  00  49  00   197.00  -170.00    27.00
2025  11  10  00  50  00   192.00  -169.00    23.00
2025  11  10  00  51  00   206.00  -179.00    27.00
2025  11  10  00  52  00   188.00  -171.00    17.00
2025  11  10  00  53  00   176.00  -157.00    19.00
2025  11  10  00  54  00   170.00  -152.00    18.00
2025  11  10  00  55  00   158.00  -139.00    19.00
2025  11  10  00  56  00   167.00  -138.00    29.00
2025  11  10  00  58  00   209.00  -154.00    55.00
2025  11  10  00  59  00   260.00  -164.00    96.00
2025  11  10  01  00  00   251.00  -155.00    96.00
2025  11  10  01  01  00   206.00  -159.00    47.00
2025  11  10  01  02  00   191.00  -157.00    34.00
2025  11  10  01  03  00   200.00  -157.00    43.00
2025  11  10  01  04  00   243.00  -158.00    85.00
2025  11  10  01  05  00   266.00  -158.00   108.00
2025  11  10  01  06  00   254.00  -157.00    97.00
2025  11  10  01  07  00   225.00  -152.00    73.00
2025  11  10  01  08  00   206.00  -156.00    50.00
2025  11  10  01  09  00   216.00  -164.00    52.00
2025  11  10  01  10  00   256.00  -172.00    84.00
2025  11  10  01  11  00   267.00  -171.00    96.00
2025  11  10  01  12  00   245.00  -159.00    86.00
2025  11  10  01  13  00   231.00  -176.00    55.00
2025  11  10  01  15  00   234.00  -193.00    41.00
2025  11  10  01  16  00   224.00  -180.00    44.00
2025  11  10  01  17  00   197.00  -140.00    57.00
2025  11  10  01  18  00   184.00  -112.00    72.00
2025  11  10  01  19  00   209.00  -132.00    77.00
2025  11  10  01  21  00   194.00  -121.00    73.00
2025  11  10  01  22  00   132.00   -86.00    46.00
2025  11  10  01  23  00   121.00   -79.00    42.00
2025  11  10  01  24  00   135.00   -95.00    40.00
2025  11  10  01  25  00   160.00   -98.00    62.00
2025  11  10  01  26  00   174.00  -118.00    56.00
2025  11  10  01  27  00   129.00   -83.00    46.00
2025  11  10  01  28  00   129.00   -70.00    59.00
2025  11  10  01  29  00   133.00   -66.00    67.00
2025  11  10  01  30  00   143.00   -75.00    68.00
2025  11  10  01  31  00   156.00   -71.00    85.00
2025  11  10  01  32  00   179.00   -92.00    87.00
2025  11  10  01  33  00   207.00  -122.00    85.00
2025  11  10  01  34  00   169.00  -100.00    69.00
2025  11  10  01  35  00   171.00   -84.00    87.00
2025  11  10  01  36  00   191.00   -66.00   125.00
2025  11  10  01  37  00   239.00   -82.00   157.00
2025  11  10  01  38  00   190.00   -97.00    93.00
2025  11  10  01  39  00   151.00   -93.00    58.00
2025  11  10  01  40  00   167.00   -83.00    84.00
2025  11  10  01  41  00   183.00   -79.00   104.00
2025  11  10  01  42  00   133.00   -79.00    54.00
2025  11  10  01  43  00   109.00   -55.00    54.00
2025  11  10  01  44  00    97.00   -45.00    52.00
2025  11  10  01  46  00   120.00   -38.00    82.00
2025  11  10  01  47  00   101.00   -52.00    49.00
2025  11  10  01  48  00   161.00  -124.00    37.00
2025  11  10  01  49  00   121.00   -83.00    38.00
2025  11  10  01  50  00    82.00   -46.00    36.00
2025  11  10  01  51  00   114.00   -80.00    34.00
2025  11  10  01  52  00   184.00  -111.00    73.00
2025  11  10  01  53  00   202.00   -88.00   114.00
2025  11  10  01  54  00   174.00   -69.00   105.00
2025  11  10  01  55  00   160.00   -60.00   100.00
2025  11  10  01  56  00   210.00   -52.00   158.00
2025  11  10  01  57  00   119.00   -48.00    71.00
2025  11  10  01  58  00    83.00   -53.00    30.00
2025  11  10  01  59  00   106.00   -67.00    39.00
2025  11  10  02  00  00    71.00   -36.00    35.00
2025  11  10  02  01  00   110.00   -35.00    75.00
2025  11  10  02  02  00   131.00   -35.00    96.00
2025  11  10  02  03  00    75.00   -37.00    38.00
2025  11  10  02  04  00    90.00   -50.00    40.00
2025  11  10  02  05  00    96.00   -65.00    31.00
2025  11  10  02  06  00    66.00   -36.00    30.00
2025  11  10  02  07  00    76.00   -29.00    47.00
2025  11  10  02  08  00    76.00   -23.00    53.00
2025  11  10  02  09  00    55.00   -21.00    34.00
2025  11  10  02  10  00    54.00   -22.00    32.00
2025  11  10  02  11  00    49.00   -22.00    27.00
2025  11  10  02  12  00    56.00   -20.00    36.00
2025  11  10  02  13  00    57.00   -16.00    41.00
2025  11  10  02  14  00    47.00   -14.00    33.00
2025  11  10  02  15  00    42.00    -9.00    33.00
2025  11  10  02  16  00    47.00    -8.00    39.00
2025  11  10  02  17  00    60.00   -11.00    49.00
2025  11  10  02  18  00    52.00   -11.00    41.00
2025  11  10  02  19  00    40.00   -11.00    29.00
2025  11  10  02  20  00    61.00   -14.00    47.00
2025  11  10  02  21  00    89.00   -19.00    70.00
2025  11  10  02  22  00    81.00   -21.00    60.00
2025  11  10  02  23  00    75.00   -16.00    59.00
