File created by python code using SuperMAGGetIndices

============================================================
<year>  <month>  <day>  <hour>  <min>  <sec>  <SME (nT)>  <SML (nT)>  <SMU (nT)>
2013  05  29  00  00  00    87.36   -38.88    48.48
2013  05  29  00  01  00    88.47   -40.05    48.42
2013  05  29  00  02  00    87.08   -38.73    48.35
2013  05  29  00  03  00    86.64   -37.87    48.77
2013  05  29  00  04  00    84.93   -36.60    48.33
2013  05  29  00  05  00    85.10   -36.94    48.15
2013  05  29  00  06  00    86.61   -37.94    48.67
2013  05  29  00  07  00    86.76   -37.74    49.02
2013  05  29  00  08  00    86.07   -37.60    48.47
2013  05  29  00  09  00    89.84   -38.18    51.66
2013  05  29  00  10  00    85.50   -35.03    50.48
2013  05  29  00  11  00    82.57   -32.44    50.13
2013  05  29  00  12  00    83.06   -32.36    50.70
2013  05  29  00  13  00    86.32   -35.69    50.63
2013  05  29  00  14  00    91.95   -41.38    50.57
2013  05  29  00  15  00    89.29   -37.79    51.50
2013  05  29  00  16  00    84.43   -32.99    51.43
2013  05  29  00  17  00    90.45   -39.08    51.37
2013  05  29  00  18  00    92.35   -41.04    51.30
2013  05  29  00  19  00    90.63   -39.39    51.24
2013  05  29  00  20  00    87.88   -36.70    51.18
2013  05  29  00  21  00    85.90   -34.79    51.11
2013  05  29  00  22  00    85.73   -33.68    52.05
2013  05  29  00  23  00    86.61   -33.62    52.98
2013  05  29  00  24  00    85.79   -32.87    52.92
2013  05  29  00  25  00    87.19   -33.33    53.86
2013  05  29  00  26  00    88.37   -34.58    53.79
2013  05  29  00  27  00    88.46   -34.73    53.73
2013  05  29  00  28  00    90.55   -35.88    54.67
2013  05  29  00  29  00    90.38   -35.77    54.60
2013  05  29  00  30  00    90.95   -36.41    54.54
2013  05  29  00  31  00    91.98   -37.50    54.48
2013  05  29  00  32  00    91.85   -37.44    54.41
2013  05  29  00  33  00    90.58   -36.23    54.35
2013  05  29  00  34  00    89.17   -34.89    54.28
2013  05  29  00  35  00    88.61   -33.40    55.22
2013  05  29  00  36  00    89.24   -34.09    55.15
