File created by python code using write_sme_file

Data downloaded from OMNIWeb and written in SME format

============================================================
<year>  <month>  <day>  <hour>  <min>  <sec>  <SME (nT)>  <SML (nT)>  <SMU (nT)>
2022  02  01  00  00  00    64.00   -35.00    29.00
2022  02  01  00  01  00    46.00   -27.00    19.00
2022  02  01  00  02  00    36.00   -25.00    11.00
2022  02  01  00  03  00    32.00   -23.00     9.00
2022  02  01  00  04  00    43.00   -24.00    19.00
2022  02  01  00  05  00    62.00   -27.00    35.00
2022  02  01  00  06  00    56.00   -25.00    31.00
2022  02  01  00  07  00    50.00   -23.00    27.00
2022  02  01  00  09  00    32.00   -20.00    12.00
2022  02  01  00  10  00    27.00   -20.00     7.00
2022  02  01  00  11  00    24.00   -19.00     5.00
2022  02  01  00  12  00    29.00   -21.00     8.00
2022  02  01  00  13  00    33.00   -21.00    12.00
2022  02  01  00  14  00    32.00   -20.00    12.00
2022  02  01  00  15  00    29.00   -19.00    10.00
2022  02  01  00  16  00    26.00   -19.00     7.00
2022  02  01  00  17  00    22.00   -18.00     4.00
2022  02  01  00  18  00    18.00   -16.00     2.00
2022  02  01  00  19  00    18.00   -15.00     3.00
2022  02  01  00  20  00    20.00   -15.00     5.00
2022  02  01  00  21  00    21.00   -14.00     7.00
2022  02  01  00  22  00    25.00   -14.00    11.00
2022  02  01  00  23  00    26.00   -14.00    12.00
2022  02  01  00  24  00    31.00   -15.00    16.00
2022  02  01  00  25  00    29.00   -14.00    15.00
2022  02  01  00  26  00    27.00   -13.00    14.00
2022  02  01  00  27  00    29.00   -14.00    15.00
2022  02  01  00  28  00    34.00   -18.00    16.00
2022  02  01  00  29  00    29.00   -14.00    15.00
2022  02  01  00  30  00    33.00   -13.00    20.00
2022  02  01  00  31  00    34.00   -12.00    22.00
2022  02  01  00  32  00    28.00   -17.00    11.00
2022  02  01  00  34  00    28.00   -11.00    17.00
2022  02  01  00  35  00    26.00   -11.00    15.00
2022  02  01  00  36  00    26.00   -11.00    15.00
2022  02  01  00  37  00    28.00   -12.00    16.00
2022  02  01  00  38  00    31.00   -18.00    13.00
2022  02  01  00  39  00    37.00   -22.00    15.00
2022  02  01  00  40  00    31.00   -14.00    17.00
2022  02  01  00  41  00    28.00   -14.00    14.00
2022  02  01  00  42  00    24.00   -14.00    10.00
2022  02  01  00  43  00    22.00   -14.00     8.00
2022  02  01  00  44  00    20.00   -13.00     7.00
2022  02  01  00  45  00    18.00   -13.00     5.00
2022  02  01  00  46  00    19.00   -13.00     6.00
2022  02  01  00  47  00    21.00   -15.00     6.00
2022  02  01  00  48  00    28.00   -20.00     8.00
2022  02  01  00  49  00    23.00   -13.00    10.00
2022  02  01  00  51  00    34.00   -13.00    21.00
2022  02  01  00  52  00    52.00   -24.00    28.00
2022  02  01  00  53  00    57.00   -27.00    30.00
2022  02  01  00  54  00    47.00   -18.00    29.00
2022  02  01  00  55  00    44.00   -14.00    30.00
2022  02  01  00  57  00    63.00   -31.00    32.00
2022  02  01  00  58  00    52.00   -23.00    29.00
2022  02  01  00  59  00    40.00   -14.00    26.00
2022  02  01  01  00  00    35.00   -14.00    21.00
2022  02  01  01  01  00    33.00   -17.00    16.00
2022  02  01  01  02  00    38.00   -23.00    15.00
2022  02  01  01  03  00    31.00   -18.00    13.00
2022  02  01  01  04  00    32.00   -17.00    15.00
2022  02  01  01  05  00    35.00   -19.00    16.00
2022  02  01  01  06  00    28.00   -15.00    13.00
2022  02  01  01  07  00    29.00   -14.00    15.00
2022  02  01  01  08  00    30.00   -14.00    16.00
2022  02  01  01  09  00    34.00   -18.00    16.00
2022  02  01  01  10  00    36.00   -19.00    17.00
2022  02  01  01  11  00    44.00   -24.00    20.00
2022  02  01  01  12  00    40.00   -20.00    20.00
2022  02  01  01  13  00    39.00   -17.00    22.00
2022  02  01  01  14  00    38.00   -16.00    22.00
