File created by python code using SuperMAGGetIndices

============================================================
<year>  <month>  <day>  <hour>  <min>  <sec>  <SME (nT)>  <SML (nT)>  <SMU (nT)>
2023  04  21  00  00  00    76.97   -38.39    38.59
2023  04  21  00  01  00    78.44   -38.66    39.78
2023  04  21  00  02  00    78.48   -37.58    40.89
2023  04  21  00  03  00    78.18   -36.91    41.27
2023  04  21  00  04  00    78.10   -36.63    41.47
2023  04  21  00  05  00    77.36   -36.38    40.98
2023  04  21  00  06  00    76.99   -36.47    40.52
2023  04  21  00  07  00    77.00   -36.75    40.24
2023  04  21  00  08  00    77.46   -37.73    39.73
2023  04  21  00  09  00    77.39   -37.54    39.85
2023  04  21  00  10  00    77.23   -37.02    40.21
2023  04  21  00  11  00    78.10   -37.55    40.55
2023  04  21  00  12  00    80.67   -39.91    40.77
2023  04  21  00  13  00    81.04   -40.56    40.49
2023  04  21  00  14  00    79.68   -39.28    40.40
2023  04  21  00  15  00    77.00   -36.37    40.63
2023  04  21  00  16  00    75.75   -35.12    40.63
2023  04  21  00  17  00    76.34   -36.33    40.02
2023  04  21  00  18  00    76.77   -36.78    40.00
2023  04  21  00  19  00    77.39   -37.36    40.03
2023  04  21  00  20  00    77.09   -37.44    39.65
2023  04  21  00  21  00    75.70   -35.67    40.03
2023  04  21  00  22  00    74.49   -34.42    40.07
2023  04  21  00  23  00    74.16   -34.22    39.94
2023  04  21  00  24  00    74.64   -34.74    39.91
2023  04  21  00  25  00    74.73   -35.15    39.58
2023  04  21  00  26  00    75.23   -35.66    39.57
2023  04  21  00  27  00    76.51   -36.09    40.42
2023  04  21  00  28  00    76.64   -35.89    40.76
2023  04  21  00  29  00    75.99   -35.08    40.91
2023  04  21  00  30  00    75.13   -34.39    40.74
2023  04  21  00  31  00    73.77   -33.52    40.25
2023  04  21  00  32  00    73.04   -32.89    40.15
2023  04  21  00  33  00    71.57   -31.49    40.08
2023  04  21  00  34  00    70.46   -29.83    40.63
2023  04  21  00  35  00    69.05   -28.20    40.85
2023  04  21  00  36  00    68.45   -27.62    40.83
2023  04  21  00  37  00    68.87   -28.10    40.77
2023  04  21  00  38  00    68.29   -27.94    40.35
2023  04  21  00  39  00    68.07   -27.96    40.11
2023  04  21  00  40  00    68.48   -28.01    40.48
2023  04  21  00  41  00    69.23   -28.09    41.14
2023  04  21  00  42  00    68.76   -27.23    41.54
2023  04  21  00  43  00    69.25   -27.33    41.92
2023  04  21  00  44  00    69.62   -27.76    41.86
2023  04  21  00  45  00    69.93   -27.75    42.18
2023  04  21  00  46  00    69.51   -27.34    42.17
2023  04  21  00  47  00    69.08   -26.54    42.54
2023  04  21  00  48  00    69.71   -26.81    42.90
