File created by python code using SuperMAGGetIndices

============================================================
<year>  <month>  <day>  <hour>  <min>  <sec>  <SME (nT)>  <SML (nT)>  <SMU (nT)>
2023  04  20  00  00  00    45.89   -12.87    33.02
2023  04  20  00  01  00    45.97   -12.76    33.21
2023  04  20  00  02  00    46.93   -13.74    33.19
2023  04  20  00  03  00    45.99   -12.93    33.06
2023  04  20  00  04  00    46.96   -13.02    33.94
2023  04  20  00  05  00    48.06   -12.41    35.65
2023  04  20  00  06  00    48.66   -13.50    35.16
2023  04  20  00  07  00    47.89   -14.24    33.66
2023  04  20  00  08  00    47.37   -14.08    33.29
2023  04  20  00  09  00    46.82   -13.58    33.24
2023  04  20  00  10  00    46.84   -13.87    32.97
2023  04  20  00  11  00    45.68   -14.61    31.07
2023  04  20  00  12  00    46.57   -16.06    30.52
2023  04  20  00  13  00    46.12   -15.75    30.36
2023  04  20  00  14  00    47.27   -15.35    31.91
2023  04  20  00  15  00    45.68   -13.45    32.23
2023  04  20  00  16  00    47.34   -14.14    33.20
2023  04  20  00  17  00    47.31   -14.39    32.92
2023  04  20  00  18  00    47.35   -16.04    31.32
2023  04  20  00  19  00    47.10   -16.04    31.06
2023  04  20  00  20  00    47.44   -16.24    31.20
2023  04  20  00  21  00    47.53   -16.64    30.89
2023  04  20  00  22  00    46.07   -16.24    29.84
2023  04  20  00  23  00    46.50   -16.79    29.71
2023  04  20  00  24  00    46.89   -16.84    30.05
2023  04  20  00  25  00    48.83   -17.34    31.49
2023  04  20  00  26  00    48.07   -17.34    30.73
2023  04  20  00  27  00    49.34   -18.34    31.00
2023  04  20  00  28  00    50.48   -19.34    31.14
2023  04  20  00  29  00    50.37   -18.74    31.63
2023  04  20  00  30  00    49.97   -18.44    31.53
2023  04  20  00  31  00    50.33   -18.94    31.39
2023  04  20  00  32  00    49.20   -17.99    31.20
2023  04  20  00  33  00    47.67   -17.45    30.22
2023  04  20  00  34  00    46.79   -17.15    29.65
2023  04  20  00  35  00    45.81   -16.15    29.66
2023  04  20  00  36  00    47.06   -16.55    30.51
2023  04  20  00  37  00    48.77   -18.05    30.72
2023  04  20  00  38  00    49.15   -19.06    30.09
2023  04  20  00  39  00    48.43   -18.66    29.77
2023  04  20  00  40  00    49.21   -19.62    29.60
2023  04  20  00  41  00    47.63   -18.47    29.15
2023  04  20  00  42  00    48.25   -19.48    28.77
2023  04  20  00  43  00    48.93   -20.08    28.84
2023  04  20  00  44  00    48.63   -19.94    28.69
2023  04  20  00  45  00    48.49   -19.79    28.70
2023  04  20  00  46  00    47.19   -18.35    28.84
2023  04  20  00  47  00    47.12   -18.00    29.12
2023  04  20  00  48  00    50.53   -19.51    31.03
2023  04  20  00  49  00    51.45   -19.96    31.49
2023  04  20  00  50  00    49.26   -18.72    30.54
2023  04  20  00  51  00    47.11   -17.43    29.68
2023  04  20  00  52  00    46.44   -17.03    29.40
2023  04  20  00  53  00    48.47   -19.04    29.43
2023  04  20  00  54  00    48.60   -19.34    29.25
2023  04  20  00  55  00    48.86   -19.04    29.82
2023  04  20  00  56  00    49.07   -18.65    30.42
2023  04  20  00  57  00    48.90   -17.56    31.34
2023  04  20  00  58  00    48.48   -16.46    32.02
2023  04  20  00  59  00    50.09   -15.47    34.63
2023  04  20  01  00  00    51.07   -16.47    34.59
2023  04  20  01  01  00    49.92   -18.08    31.84
2023  04  20  01  02  00    48.15   -16.88    31.27
2023  04  20  01  03  00    45.83   -13.69    32.14
2023  04  20  01  04  00    44.29   -13.19    31.09
2023  04  20  01  05  00    46.01   -13.20    32.81
2023  04  20  01  06  00    46.82   -12.85    33.97
